categoria_principal_articulo;subcategoria_articulo;nombre_articulo;id_articulo;formato_venta_articulo;precio_articulo_por_formato_venta_articulo;unidad_medida_articulo;precio_por_unidad_articulo;cantidad_unidad_medida_articulo;url_enlace_articulo;imagen_articulo
Panadería y pastelería;Rosquilletas;Palitos de pan 100% trigo espelta integral Anitin;86559;Pack-2;1.32;kg;8.80;0,15;https://tienda.mercadona.es/product/86559/palitos-pan-100-trigo-espelta-integral-anitin-pack-2;https://prod-mercadona.imgix.net/images/2c7ed49985b4fb8ee808adbfdd499b05.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Rosquilletas;Palitos de pan con queso Anitin;82892;Pack-2;1.32;kg;9.30;0,142;https://tienda.mercadona.es/product/82892/palitos-pan-con-queso-anitin-pack-2;https://prod-mercadona.imgix.net/images/91bbc9b83c4f1bd646799c45273acd39.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Rosquilletas;Panes especiales con tomate y orégano Hacendado;22396;Paquete;0.85;kg;10.63;0,08;https://tienda.mercadona.es/product/22396/panes-especiales-con-tomate-oregano-hacendado-anitines-paquete;https://prod-mercadona.imgix.net/images/0d92b58d808b8569d896b359abfa934d.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Rosquilletas;Panes especiales sabor pizza con queso Hacendado;22397;Paquete;0.85;kg;10.63;0,08;https://tienda.mercadona.es/product/22397/panes-especiales-sabor-pizza-con-queso-hacendado-anitines-paquete;https://prod-mercadona.imgix.net/images/836a03b4a090848b15043ebe56036e39.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Picatostes;Picatostes fritos Hacendado;82786;Paquete;0.80;kg;8.00;0,1;https://tienda.mercadona.es/product/82786/picatostes-fritos-hacendado-paquete;https://prod-mercadona.imgix.net/images/4a4fa51c062aaddd537594c044af1961.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Picatostes;Picatostes fritos con ajo Hacendado;82787;Paquete;0.80;kg;8.00;0,1;https://tienda.mercadona.es/product/82787/picatostes-fritos-con-ajo-hacendado-paquete;https://prod-mercadona.imgix.net/images/a3a3c3c2ad9b19c15d1f827b4cdc3d31.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Picatostes;Picatostes tostados Hacendado;82788;Paquete;0.66;kg;6.60;0,1;https://tienda.mercadona.es/product/82788/picatostes-tostados-hacendado-paquete;https://prod-mercadona.imgix.net/images/42af13250bbaf1e610029a8b35c8cbb9.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta carrot cake Hacendado congelada;8671;;11.00;kg;12.50;0,88;https://tienda.mercadona.es/product/8671/tarta-carrot-cake-hacendado-congelada-bizcocho-zanahoria-con-crema-queso;https://prod-mercadona.imgix.net/images/eb97414077c7d4b0b5e3a2e055af785b.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta red velvet Hacendado congelada;87607;;9.50;kg;13.57;0,7;https://tienda.mercadona.es/product/87607/tarta-red-velvet-hacendado-congelada-bizcocho-con-crema-queso;https://prod-mercadona.imgix.net/images/ee87940756d0c87f0a2546c93ad6d18e.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta Ferrer bombón crujiente Hacendado congelada;87609;;9.50;kg;13.38;0,71;https://tienda.mercadona.es/product/87609/tarta-ferrer-bombon-crujiente-hacendado-congelada-rellena-con-trufa;https://prod-mercadona.imgix.net/images/d9411b738be324270ca21d6f2b789ab1.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta tres chocolates Hacendado congelada;87599;;9.20;kg;10.45;0,88;https://tienda.mercadona.es/product/87599/tarta-tres-chocolates-hacendado-congelada-sin-gluten;https://prod-mercadona.imgix.net/images/fa6aa84e8f11dc1fa80fe774455e30c3.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Mousse de queso Hacendado congelado;87601;;7.90;kg;15.19;0,52;https://tienda.mercadona.es/product/87601/mousse-queso-hacendado-congelado-con-arandanos-sin-gluten;https://prod-mercadona.imgix.net/images/aac7d8418f95619b694460dded597098.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta de la abuela Hacendado congelada;87692;;8.80;kg;10.67;0,825;https://tienda.mercadona.es/product/87692/tarta-abuela-hacendado-congelada-galleta-con-chocolate-nata;https://prod-mercadona.imgix.net/images/42a52ea26c06caa02aa8a0d4ee4de0c6.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta San Marcos Hacendado congelada;87598;;12.90;kg;7.82;1,65;https://tienda.mercadona.es/product/87598/tarta-san-marcos-hacendado-congelada-rellena-con-nata;https://prod-mercadona.imgix.net/images/99f506287fc7a2de8c37c1df0b225576.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta San Marcos Hacendado congelada;8687;;9.00;kg;11.84;0,76;https://tienda.mercadona.es/product/8687/tarta-san-marcos-hacendado-congelada-rellena-con-nata;https://prod-mercadona.imgix.net/images/7f23e142ac3e9ef8b99913829dc3d57d.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta selva negra Hacendado congelada;87602;;14.90;kg;7.84;1,9;https://tienda.mercadona.es/product/87602/tarta-selva-negra-hacendado-congelada-trufa-crema-cacao;https://prod-mercadona.imgix.net/images/4ed6f471f7487b6a10a5e8fb1b9dc589.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Trenza hojaldre de mantequilla Hacendado congelada;87616;Bandeja;6.50;kg;15.12;0,43;https://tienda.mercadona.es/product/87616/trenza-hojaldre-mantequilla-hacendado-congelada-bandeja;https://prod-mercadona.imgix.net/images/013775bc9301b5808eb9211164fde3de.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta Cookies & Cream Hacendado congelada;6063;;10.60;kg;12.77;0,83;https://tienda.mercadona.es/product/6063/tarta-cookies-cream-hacendado-congelada;https://prod-mercadona.imgix.net/images/9e4ebd0f87829bd26e14fff30af45661.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas;Tarta de queso Hacendado congelada;9641;;10.00;kg;11.36;0,88;https://tienda.mercadona.es/product/9641/tarta-queso-hacendado-congelada;https://prod-mercadona.imgix.net/images/01a94f32546f5c650d776b6cf8f4b5f8.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas infantiles;Tarta infantil Paw Patrol Hacendado congelada;12915;;8.50;kg;13.39;0,635;https://tienda.mercadona.es/product/12915/tarta-infantil-paw-patrol-hacendado-congelada;https://prod-mercadona.imgix.net/images/e96542688db0052b7d4f4bdea3de5776.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas infantiles;Tarta infantil Tesia and Friends Hacendado congelada;6487;;13.80;kg;9.86;1,4;https://tienda.mercadona.es/product/6487/tarta-infantil-tesia-and-friends-hacendado-congelada;https://prod-mercadona.imgix.net/images/d48743a226f7c69d3a7b7f10ad3dfac0.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Tartas infantiles;Tarta infantil Superman y Krypto Hacendado congelada;12857;;13.80;kg;9.86;1,4;https://tienda.mercadona.es/product/12857/tarta-infantil-sonic-hacendado-congelada;https://prod-mercadona.imgix.net/images/a6d3217e6fedbed022523e1ed58b6477.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 0 Hacendado;49970;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49970/vela-cumpleanos-0-hacendado-paquete;https://prod-mercadona.imgix.net/images/45183d7119ceca5970daa4832ff5aeff.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 1 Hacendado;49971;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49971/vela-cumpleanos-1-hacendado-paquete;https://prod-mercadona.imgix.net/images/5ba85000072fc13d1b6c027e3cd99793.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 2 Hacendado;49972;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49972/vela-cumpleanos-2-hacendado-paquete;https://prod-mercadona.imgix.net/images/5af149434f48e5af05ec3c21ed761ca3.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 3 Hacendado;49973;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49973/vela-cumpleanos-3-hacendado-paquete;https://prod-mercadona.imgix.net/images/64d9f5c904bb110bbe8b7a506b01a0d6.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 4 Hacendado;49974;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49974/vela-cumpleanos-4-hacendado-paquete;https://prod-mercadona.imgix.net/images/5038846d596736e8bb3b25bb38eb7da8.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 5 Hacendado;49975;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49975/vela-cumpleanos-5-hacendado-paquete;https://prod-mercadona.imgix.net/images/875e4c11df11a30b641c65c22ab580ea.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 6 Hacendado;49976;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49976/vela-cumpleanos-6-hacendado-paquete;https://prod-mercadona.imgix.net/images/f40ce2da306aebdd41587bbbd5eb171e.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 7 Hacendado;49977;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49977/vela-cumpleanos-7-hacendado-paquete;https://prod-mercadona.imgix.net/images/94b2050370965d1608f30aea2d20ccd9.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 8 Hacendado;49978;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49978/vela-cumpleanos-8-hacendado-paquete;https://prod-mercadona.imgix.net/images/9c81069604399005388d18c65db37768.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Vela de cumpleaños 9 Hacendado;49979;Paquete;0.75;ud;0.75;1;https://tienda.mercadona.es/product/49979/vela-cumpleanos-9-hacendado-paquete;https://prod-mercadona.imgix.net/images/4f95f780a085b200533e58ea86884f6c.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Velas;Velas de cumpleaños Hacendado;49157;Paquete;0.90;ud;0.05;1;https://tienda.mercadona.es/product/49157/velas-cumpleanos-hacendado-paquete;https://prod-mercadona.imgix.net/images/e2969be250d3c51c6630a2839f65e1fc.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Almendra molida Hacendado;34921;Paquete;2.15;kg;17.20;0,125;https://tienda.mercadona.es/product/34921/almendra-molida-hacendado-paquete;https://prod-mercadona.imgix.net/images/e981738e3b8397ebb3fa516148a66768.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Coco rallado Hacendado;34035;Paquete;1.30;kg;10.40;0,125;https://tienda.mercadona.es/product/34035/coco-rallado-hacendado-paquete;https://prod-mercadona.imgix.net/images/17a3c5a1186ddd174b059668c48c859c.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Caramelo líquido Hacendado;32316;Bote;1.75;kg;5.83;0,3;https://tienda.mercadona.es/product/32316/caramelo-liquido-hacendado-bote;https://prod-mercadona.imgix.net/images/8794456873b6e321137e0ce2c6f59a94.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Fideos de chocolate Hacendado;32227;Paquete;1.75;kg;17.50;0,1;https://tienda.mercadona.es/product/32227/fideos-chocolate-hacendado-especial-reposteria-postres-paquete;https://prod-mercadona.imgix.net/images/2edc66f0eb9284ea9039f1c605336b9f.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Azúcar vainillado Hacendado;32525;Paquete;1.00;kg;8.33;0,12;https://tienda.mercadona.es/product/32525/azucar-vainillado-hacendado-especial-reposteria-paquete;https://prod-mercadona.imgix.net/images/3d2edbcf8bec1cc5bcf89ec1d92bc5f3.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa;13738;Paquete;2.75;kg;13.75;0,2;https://tienda.mercadona.es/product/13738/cacahuete-proteinas-polvo-desgrasado-hacendado-14-g-proteinas-70-reducido-grasa-paquete;https://prod-mercadona.imgix.net/images/d7d92dd4c1eaf7f4cacb42fcf24d0019.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Topping de chocolate avellana Hacendado;11600;Bote;2.50;kg;8.33;0,3;https://tienda.mercadona.es/product/11600/topping-chocolate-avellana-hacendado-bote;https://prod-mercadona.imgix.net/images/294846f71a06d35c7c8b0b39f2389e04.jpg?fit=crop&h=300&w=300
Panadería y pastelería;Decoración;Almendra palitos Hacendado;52928;Paquete;1.85;kg;18.50;0,1;https://tienda.mercadona.es/product/52928/almendra-palitos-hacendado-paquete;https://prod-mercadona.imgix.net/images/a2300bd02a8f7d62bef999bb8fa5b732.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Tortilla de patata con calabacín Listo para Comer;60091;;8.00;kg;6.15;1,3;https://tienda.mercadona.es/product/60091/tortilla-patata-con-calabacin-listo-comer;https://prod-mercadona.imgix.net/images/fe57e046130dff298c0a2a82b6f723fd.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Media tortilla de patata con calabacín Listo para Comer;60128;;4.50;kg;6.92;0,65;https://tienda.mercadona.es/product/60128/media-tortilla-patata-con-calabacin-listo-comer;https://prod-mercadona.imgix.net/images/a4bca5f58a0e151b33805255268ee6d3.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Pincho tortilla de patata con calabacín Listo para Comer;60095;;2.00;kg;9.26;0,215;https://tienda.mercadona.es/product/60095/pincho-tortilla-patata-con-calabacin-listo-comer;https://prod-mercadona.imgix.net/images/54363265f36c1510663cc27763e5981d.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Tortilla de patata con cebolla Listo para Comer;60089;;8.00;kg;6.15;1,3;https://tienda.mercadona.es/product/60089/tortilla-patata-con-cebolla-listo-comer;https://prod-mercadona.imgix.net/images/c769f9e8e8634ea05f33eee3b5243d34.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Media tortilla de patata con cebolla Listo para Comer;60127;;4.50;kg;6.92;0,65;https://tienda.mercadona.es/product/60127/media-tortilla-patata-con-cebolla-listo-comer;https://prod-mercadona.imgix.net/images/6b27a12999296af626ba6d4dde9ac7ec.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Pincho tortilla de patata con cebolla Listo para Comer;60093;;2.00;kg;9.26;0,215;https://tienda.mercadona.es/product/60093/pincho-tortilla-patata-con-cebolla-listo-comer;https://prod-mercadona.imgix.net/images/20d4960edd12efb27ebed2e3048590fc.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Pollo teriyaki;13236;Bol;5.00;ud;5.00;0,3;https://tienda.mercadona.es/product/13236/pollo-teriyaki-contiene-arroz-jazmin-pollo-salsa-teriyaki-puerro-sesamo-bol;https://prod-mercadona.imgix.net/images/6d5527d54fd9c0d634759c308779ff5e.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Noodles Yakisoba con carne y verduras;13235;Bol;4.50;ud;4.50;0,3;https://tienda.mercadona.es/product/13235/noodles-yakisoba-con-carne-verduras-contiene-noodles-carne-cerdo-verduras-salsa-yakisoba-mayonesa-bol;https://prod-mercadona.imgix.net/images/fc26c39dd1a77b50d810307230fddeaa.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos calientes;Salmón con verduras Listo para Comer;13243;Bol;5.75;ud;5.75;0,4;https://tienda.mercadona.es/product/13243/salmon-con-verduras-listo-comer-compuesto-salmon-marinado-salsa-romescu-arroz-verduras-asadas-calabacin-patata-pimiento-rojo-boniato-bol;https://prod-mercadona.imgix.net/images/c306868b28f7d9be71b7c37b14559c7e.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Ensaladilla rusa mediana Listo para Comer;60226;Bandeja;6.50;ud;6.50;0,58;https://tienda.mercadona.es/product/60226/ensaladilla-rusa-mediana-listo-comer-bandeja;https://prod-mercadona.imgix.net/images/0d70a92075e9653e8719d81545beeca5.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Ensaladilla rusa pequeña Listo para Comer;60212;Bandeja;3.50;ud;3.50;0,29;https://tienda.mercadona.es/product/60212/ensaladilla-rusa-pequena-listo-comer-bandeja;https://prod-mercadona.imgix.net/images/53d8c3afc37ab0104735652ca1cbe512.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Ensalada de pasta Listo para Comer;13241;Bol;4.00;ud;4.00;0,366;https://tienda.mercadona.es/product/13241/ensalada-pasta-listo-comer-compuesta-atun-huevo-cocido-surimi-mix-queso-cebolla-con-monodosis-bol;https://prod-mercadona.imgix.net/images/6604913c5a5d31159a6c090c3e84f38d.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Poke salmón;13237;Bol;5.50;ud;5.50;0,4;https://tienda.mercadona.es/product/13237/poke-salmon-contine-arroz-cocido-salmon-mango-pepino-ensalada-wakame-cebolla-encurtida-mezcla-semillas-salsa-soja-bol;https://prod-mercadona.imgix.net/images/f6b031c42619fb91198aa9fe406c69a8.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Surtido sushi Bento grande;13232;Bandeja;10.75;ud;10.75;0,31;https://tienda.mercadona.es/product/13232/surtido-sushi-bento-grande-contiene-4-uramakis-4-makis-4-nigiris-2-futomakis-salsa-soja-salsa-ponzu-salsa-wasabi-bandeja;https://prod-mercadona.imgix.net/images/632e6a6d74137f0b872ac970f9cc12d8.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Surtido sushi Bento pequeño;13233;Bandeja;6.75;ud;6.75;0,16;https://tienda.mercadona.es/product/13233/surtido-sushi-bento-pequeno-contiene-2-nigiris-4-makis-2-uramakis-salsa-soja-salsa-wasabi-bandeja;https://prod-mercadona.imgix.net/images/5b3d69558d76a35d8edf3243f7c60d5d.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Surtido sushi Bento mix;13234;Bandeja;8.75;ud;8.75;0,35;https://tienda.mercadona.es/product/13234/surtido-sushi-bento-mix-contiene-ensalada-alga-wakame-2-nigiris-salmon-3-makis-salmon-1-wrap-salmon-cortado-salsa-ponzu-bandeja;https://prod-mercadona.imgix.net/images/33dd4ed0bd6aa6d454326d9f8d1dd31b.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Ensaladilla de marisco Listo para Comer;13250;Bol;4.00;ud;4.00;0,25;https://tienda.mercadona.es/product/13250/ensaladilla-marisco-listo-comer-compuesta-mayonesa-boca-mar-langostino-merluza-huevo-hilado-bol;https://prod-mercadona.imgix.net/images/81bb1807278bb4d6a825fe4d8c38e973.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Ensalada de marisco Listo para Comer;13242;Bol;5.50;ud;5.50;0,3;https://tienda.mercadona.es/product/13242/ensalada-marisco-listo-comer-compuesta-pasta-poton-gambon-langostino-aceituna-negra-zanahoria-cebolla-roja-encurtidas-con-monodosis-bol;https://prod-mercadona.imgix.net/images/1e0afd4c1968bc53c1b12c1ef6b6f102.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Ensalada de pollo, queso y frutos secos Listo para Comer;13240;Bol;4.00;ud;4.00;0,25;https://tienda.mercadona.es/product/13240/ensalada-pollo-queso-frutos-secos-listo-comer-compuesta-pollo-asado-tomate-cherry-queso-fresco-brotes-espinaca-lechuga-verde-lechuga-roja-mezcla-frutos-secos-fruta-desecada-con-monodosis-bol;https://prod-mercadona.imgix.net/images/8e19b97cf10d815ec7c3a284dff1ccf2.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Platos fríos;Brioche Listo para Comer;13251;;3.00;ud;3.00;0,16;https://tienda.mercadona.es/product/13251/brioche-listo-comer-con-jamon-cocido-lechuga-romana-huevo-cocido-mayonesa;https://prod-mercadona.imgix.net/images/98e2aa19fc128b651e97c34c8f75b47d.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza jamón y queso Hacendado;63581;;2.50;kg;6.02;0,415;https://tienda.mercadona.es/product/63581/pizza-jamon-queso-hacendado;https://prod-mercadona.imgix.net/images/92bc1a4df283418e977c8520ccfda5ec.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza jamón y queso familiar Hacendado;63627;;3.40;kg;5.67;0,6;https://tienda.mercadona.es/product/63627/pizza-jamon-queso-familiar-hacendado;https://prod-mercadona.imgix.net/images/6579fe6841b618c237ae839c4fc34adb.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza jamón y queso Hacendado;63593;Pack-2;2.90;kg;6.59;0,44;https://tienda.mercadona.es/product/63593/pizza-jamon-queso-hacendado-pack-2;https://prod-mercadona.imgix.net/images/3b3ab898b90b8369c088193652cd5d92.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza barbacoa Hacendado;63613;;2.50;kg;6.02;0,415;https://tienda.mercadona.es/product/63613/pizza-barbacoa-hacendado;https://prod-mercadona.imgix.net/images/9601cc63f4a6fca6845af8491e26eea7.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza barbacoa familiar Hacendado;63629;;3.40;kg;5.67;0,6;https://tienda.mercadona.es/product/63629/pizza-barbacoa-familiar-hacendado;https://prod-mercadona.imgix.net/images/92e18a06b6f91e10051849add2686143.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza barbacoa Hacendado;60685;Pack-2;2.90;kg;6.59;0,44;https://tienda.mercadona.es/product/60685/pizza-barbacoa-hacendado-pack-2;https://prod-mercadona.imgix.net/images/c1be6016c94e7e2a3c2bf2e6e19147e8.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza 4 quesos Hacendado;63580;;2.90;kg;7.07;0,41;https://tienda.mercadona.es/product/63580/pizza-4-quesos-hacendado;https://prod-mercadona.imgix.net/images/06b26451e60e5a8b86b926c71df2ecc1.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza 4 quesos familiar Hacendado;63628;;3.40;kg;5.86;0,58;https://tienda.mercadona.es/product/63628/pizza-4-quesos-familiar-hacendado;https://prod-mercadona.imgix.net/images/005772ade4e3c7a5ef1a8f6ba5749fb1.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza 4 quesos Hacendado;63592;Pack-2;2.90;kg;6.90;0,42;https://tienda.mercadona.es/product/63592/pizza-4-quesos-hacendado-pack-2;https://prod-mercadona.imgix.net/images/cfd6b5eb42d8f7808a6c056bfb3285b6.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza serrana Hacendado;63551;;2.90;kg;7.25;0,4;https://tienda.mercadona.es/product/63551/pizza-serrana-hacendado;https://prod-mercadona.imgix.net/images/46cb0fc16ebe88e123f4946403a4a191.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza carbonara Hacendado;63653;;2.90;kg;6.74;0,43;https://tienda.mercadona.es/product/63653/pizza-carbonara-hacendado;https://prod-mercadona.imgix.net/images/6e24d5b8ab318b473fafb9f727a2dc5b.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza carbonara familiar Hacendado;63632;;3.40;kg;5.67;0,6;https://tienda.mercadona.es/product/63632/pizza-carbonara-familiar-hacendado;https://prod-mercadona.imgix.net/images/226d88872490c01aaff5dd1c7c2ad478.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza pepperoni Hacendado;63556;;2.90;kg;7.07;0,41;https://tienda.mercadona.es/product/63556/pizza-pepperoni-hacendado;https://prod-mercadona.imgix.net/images/b57899dd9110969856c162219b6957f5.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza atún y bacón Hacendado;63582;;2.90;kg;6.99;0,415;https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado;https://prod-mercadona.imgix.net/images/1ad5ad92762039d5727be185ab45d8ba.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza atún y bacón Hacendado;56647;Pack-2;2.90;kg;6.59;0,44;https://tienda.mercadona.es/product/56647/pizza-atun-bacon-hacendado-pack-2;https://prod-mercadona.imgix.net/images/a687ce7651e5fa8f96b33334ac50b2f4.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza pollo Hacendado;63529;;2.90;kg;6.74;0,43;https://tienda.mercadona.es/product/63529/pizza-pollo-hacendado;https://prod-mercadona.imgix.net/images/47e6c431cec9e52dc50cb73176d63196.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza romana Hacendado con champiñones salteados;63503;;2.90;kg;6.74;0,43;https://tienda.mercadona.es/product/63503/pizza-romana-hacendado-con-champinones-salteados;https://prod-mercadona.imgix.net/images/b41ccb37c63210c614d7663f2dd1aa0b.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza margarita Hacendado;63585;;2.20;kg;6.47;0,34;https://tienda.mercadona.es/product/63585/pizza-margarita-hacendado;https://prod-mercadona.imgix.net/images/455e7b81b9d3197c03a26cf4217b0b66.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza jamón y queso sin gluten y sin lactosa Hacendado;63514;;3.20;kg;7.62;0,42;https://tienda.mercadona.es/product/63514/pizza-jamon-queso-sin-gluten-sin-lactosa-hacendado;https://prod-mercadona.imgix.net/images/6aab71aac52e360a56ae1ea62666acde.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza pollo y bacón Hacendado;63645;;2.90;kg;6.90;0,42;https://tienda.mercadona.es/product/63645/pizza-pollo-bacon-hacendado;https://prod-mercadona.imgix.net/images/a8dfc1b375a8f2cb8786fd80c20b6a11.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza Calzone con jamón cocido y queso Hacendado;22549;Caja;3.50;kg;8.75;0,4;https://tienda.mercadona.es/product/22549/pizza-calzone-con-jamon-cocido-queso-hacendado-caja;https://prod-mercadona.imgix.net/images/ff33bd0dfe1be89c4ed1579ad8fc6b6c.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza Prosciutto Hacendado jamón y queso;22343;Caja;3.90;kg;9.75;0,4;https://tienda.mercadona.es/product/22343/pizza-prosciutto-hacendado-jamon-queso-caja;https://prod-mercadona.imgix.net/images/5dbaceb53d8d0c99f7ae416000190ffe.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza Formaggi Hacendado 4 quesos;67947;Caja;3.90;kg;9.75;0,4;https://tienda.mercadona.es/product/67947/pizza-formaggi-hacendado-4-quesos-caja;https://prod-mercadona.imgix.net/images/071c81bca64ccbc2519e2e26405cef71.jpg?fit=crop&h=300&w=300
Pizzas y platos preparados;Pizzas refrigeradas;Pizza carnívora Hacendado;12083;;3.40;kg;5.67;0,6;https://tienda.mercadona.es/product/12083/pizza-carnivora-hacendado;https://prod-mercadona.imgix.net/images/2d6fd89632c38e5c31b714a73db2532d.jpg?fit=crop&h=300&w=300
