categoria_principal_articulo;subcategoria_articulo;nombre_articulo;id_articulo;formato_venta_articulo;precio_articulo_por_formato_venta_articulo;unidad_medida_articulo;precio_por_unidad_articulo;cantidad_unidad_medida_articulo;url_enlace_articulo;imagen_articulo
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva 0,4º Hacendado;4241;Garrafa;17.25;L;3.45;5;https://tienda.mercadona.es/product/4241/aceite-oliva-04o-hacendado-garrafa;https://prod-mercadona.imgix.net/images/c1788076223b499bd260c6a03d89b087.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva 0,4º Hacendado;4240;Botella;3.55;L;3.55;1;https://tienda.mercadona.es/product/4240/aceite-oliva-04o-hacendado-botella;https://prod-mercadona.imgix.net/images/65c2349950feb1958362e06217003b10.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva virgen extra Hacendado;4717;Garrafa;14.00;L;4.67;3;https://tienda.mercadona.es/product/4717/aceite-oliva-virgen-extra-hacendado-garrafa;https://prod-mercadona.imgix.net/images/e9c286dc179e75d80ba0d9a0c6ca2717.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva virgen extra Hacendado;4740;Botella;4.65;L;4.65;1;https://tienda.mercadona.es/product/4740/aceite-oliva-virgen-extra-hacendado-botella;https://prod-mercadona.imgix.net/images/187d68e356f13378cd4e31bbc613da76.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva virgen extra Hacendado Gran Selección;4706;Botella;5.95;L;7.93;0,75;https://tienda.mercadona.es/product/4706/aceite-oliva-virgen-extra-hacendado-gran-seleccion-botella;https://prod-mercadona.imgix.net/images/c60e6e09dc2037a291515d3b15af376c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva 1º Hacendado;4641;Garrafa;18.45;L;3.69;5;https://tienda.mercadona.es/product/4641/aceite-oliva-1o-hacendado-garrafa;https://prod-mercadona.imgix.net/images/9d3accbd38120190f64f6f4b07781e13.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva 1º Hacendado;4640;Botella;3.95;L;3.95;1;https://tienda.mercadona.es/product/4640/aceite-oliva-1o-hacendado-botella;https://prod-mercadona.imgix.net/images/fe860edbcbb7504d90ad34af0b93b6d7.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva virgen Hacendado;4711;Garrafa;11.75;L;3.92;3;https://tienda.mercadona.es/product/4711/aceite-oliva-virgen-hacendado-garrafa;https://prod-mercadona.imgix.net/images/01d37a541419ec68db44bc2bf072e317.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva virgen Hacendado;4749;Botella;4.10;L;4.10;1;https://tienda.mercadona.es/product/4749/aceite-oliva-virgen-hacendado-botella;https://prod-mercadona.imgix.net/images/a6b5607809fdd257ffd5e778791bdc6a.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva virgen extra Hacendado;4718;Spray;2.80;L;14.00;0,2;https://tienda.mercadona.es/product/4718/aceite-oliva-virgen-extra-hacendado-spray;https://prod-mercadona.imgix.net/images/3828beeb31145e948b4c611621162bfd.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de oliva;Aceite de oliva virgen extra Picual Casa Juncal;4850;Botella;4.95;L;9.90;0,5;https://tienda.mercadona.es/product/4850/aceite-oliva-virgen-extra-picual-casa-juncal-botella;https://prod-mercadona.imgix.net/images/218712ed55645f7f5a0eb8f40d96aea0.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de girasol, semillas y maíz;Aceite de girasol refinado 0,2º Hacendado;4041;Garrafa;8.70;L;1.74;5;https://tienda.mercadona.es/product/4041/aceite-girasol-refinado-02o-hacendado-garrafa;https://prod-mercadona.imgix.net/images/e6398afba1d032d2e1c0489fd727d2f6.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de girasol, semillas y maíz;Aceite de girasol refinado 0,2º Hacendado;4040;Botella;1.80;L;1.80;1;https://tienda.mercadona.es/product/4040/aceite-girasol-refinado-02o-hacendado-botella;https://prod-mercadona.imgix.net/images/fc8cd01eaf02732b8e28d5136850204d.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Aceite de girasol, semillas y maíz;Aceite de coco virgen Hacendado;4193;Bote;5.45;L;12.11;0,45;https://tienda.mercadona.es/product/4193/aceite-coco-virgen-hacendado-bote;https://prod-mercadona.imgix.net/images/2fe6ba84f4e3783e1e57c42903035bd3.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Vinagre y otros aderezos;Vinagre de vino blanco Hacendado;4940;Botella;0.65;L;0.65;1;https://tienda.mercadona.es/product/4940/vinagre-vino-blanco-hacendado-botella;https://prod-mercadona.imgix.net/images/44c1552cc9f3945d63d01565d313846c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Vinagre y otros aderezos;Vinagre de manzana Hacendado;4957;Botella;0.90;L;0.90;1;https://tienda.mercadona.es/product/4957/vinagre-manzana-hacendado-botella;https://prod-mercadona.imgix.net/images/6803f40bdcd3d9b3be574bcee41399f4.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Vinagre y otros aderezos;Limón exprimido Hacendado;4903;Botella;1.05;L;3.75;0,28;https://tienda.mercadona.es/product/4903/limon-exprimido-hacendado-botella;https://prod-mercadona.imgix.net/images/1910ee61299100e2bca29c2b39fab7a5.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Vinagre y otros aderezos;Crema de vinagre balsámico de Módena Hacendado;4908;Botella;1.80;kg;7.20;0,25;https://tienda.mercadona.es/product/4908/crema-vinagre-balsamico-modena-hacendado-botella;https://prod-mercadona.imgix.net/images/f38299e92edeb2b5c78eeb642f7e3752.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Vinagre y otros aderezos;Vinagre de Jerez reserva Hacendado;13609;Botella;2.00;L;8.00;0,25;https://tienda.mercadona.es/product/13609/vinagre-jerez-reserva-hacendado-botella;https://prod-mercadona.imgix.net/images/bfa0c4aabf80adf4cd9a390df6aa7184.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Vinagre y otros aderezos;Reducción bálsamica de vinagre Pedro Ximénez Hacendado;4905;Botella;2.25;kg;7.50;0,3;https://tienda.mercadona.es/product/4905/reduccion-vinagre-pedro-ximenez-hacendado-botella;https://prod-mercadona.imgix.net/images/8ce7a93a2c6bf9fbffcb10f388eeb0a8.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Vinagre y otros aderezos;Vinagre balsámico de Módena Hacendado;26496;Botella;2.35;L;4.70;0,5;https://tienda.mercadona.es/product/26496/vinagre-balsamico-modena-hacendado-botella;https://prod-mercadona.imgix.net/images/f65c196d0aae6388f9e6852c381f8da4.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal fina Hacendado;19731;Paquete;0.40;kg;0.40;1;https://tienda.mercadona.es/product/19731/sal-fina-hacendado-paquete;https://prod-mercadona.imgix.net/images/5097b3d7450edab7c2d9586299f5f3b9.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal fina de mesa Hacendado;16864;Bote;0.75;kg;2.50;0,3;https://tienda.mercadona.es/product/16864/sal-fina-mesa-hacendado-bote;https://prod-mercadona.imgix.net/images/14d233ae4aee44619f27e63caaed1f2e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal yodada fina Hacendado;19732;Paquete;0.45;kg;0.45;1;https://tienda.mercadona.es/product/19732/sal-yodada-fina-hacendado-paquete;https://prod-mercadona.imgix.net/images/409a53c0327dff2c4b91e6b4c58efa42.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal gruesa Hacendado;19733;Paquete;0.40;kg;0.40;1;https://tienda.mercadona.es/product/19733/sal-gruesa-hacendado-paquete;https://prod-mercadona.imgix.net/images/8b9798cc6f23201e8191711f58368727.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Bicarbonato de sódio Hacendado;29007;Paquete;1.45;kg;1.45;1;https://tienda.mercadona.es/product/29007/bicarbonato-sodico-hacendado-paquete;https://prod-mercadona.imgix.net/images/5ae57e0348cf657e21ffa47ad36ea448.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Bicarbonato de sódio Hacendado;29006;Bote;1.10;kg;3.67;0,3;https://tienda.mercadona.es/product/29006/bicarbonato-sodico-hacendado-bote;https://prod-mercadona.imgix.net/images/0cdfaaf94335d5701e8f433bdf49c914.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Escamas de sal marina natural Polasal;19740;Bote;2.00;kg;16.00;0,125;https://tienda.mercadona.es/product/19740/sal-marina-escamas-polasal-bote;https://prod-mercadona.imgix.net/images/36bc3658a807997961ec5fda23dd948e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal gruesa para hornear Hacendado;19734;Paquete;1.40;kg;0.70;2;https://tienda.mercadona.es/product/19734/sal-gruesa-hornear-hacendado-paquete;https://prod-mercadona.imgix.net/images/c46d67d22d1cf40d537ab349322b8da2.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal de ajo Hacendado;34130;Bote;1.80;kg;13.85;0,13;https://tienda.mercadona.es/product/34130/sal-ajo-hacendado-bote;https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal de frutas sabor limón Hacendado;29016;Bote;2.10;kg;8.40;0,25;https://tienda.mercadona.es/product/29016/sal-frutas-sabor-limon-hacendado-bote;https://prod-mercadona.imgix.net/images/e01b7ced535cf57318ff7c7a1628d3ed.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal 60% menos de sodio Hacendado;19713;Bote;2.30;kg;9.20;0,25;https://tienda.mercadona.es/product/19713/sal-60-menos-sodio-hacendado-bote;https://prod-mercadona.imgix.net/images/eeb93d74d5e3298a8f93b4b78dffdb7b.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Preparado para ahumar Hacendado;19726;Bote;3.30;kg;4.40;0,75;https://tienda.mercadona.es/product/19726/preparado-salmon-ahumado-hacendado-bote;https://prod-mercadona.imgix.net/images/6666d298f039f78188651aa1fd47dc03.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sal y bicarbonato;Sal rosa del Himalaya Hacendado;19701;Bote;1.90;kg;7.60;0,25;https://tienda.mercadona.es/product/19701/sal-rosa-himalaya-hacendado-bote;https://prod-mercadona.imgix.net/images/e19be1d4b1c08ca7c7f65dc62a34cd74.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Orégano Hacendado;5598;Bote;1.00;100 g;40.00;0,025;https://tienda.mercadona.es/product/5598/oregano-hacendado-bote;https://prod-mercadona.imgix.net/images/20a564cf97b2b9662bb7727d6008ed69.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Perejil Hacendado;5599;Bote;0.90;100 g;50.00;0,018;https://tienda.mercadona.es/product/5599/perejil-hacendado-bote;https://prod-mercadona.imgix.net/images/b2bc740ba01dd6f5b0c62f44a5557dee.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Hoja de laurel Hacendado;47994;Paquete;0.85;100 g;70.83;0,012;https://tienda.mercadona.es/product/47994/hoja-laurel-hacendado-paquete;https://prod-mercadona.imgix.net/images/4bce6bcc4f7a9880f0ee238f3e27003d.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Hierbas provenzales Hacendado;34131;Bote;1.20;100 g;48.00;0,025;https://tienda.mercadona.es/product/34131/hierbas-provenzales-hacendado-bote;https://prod-mercadona.imgix.net/images/75ea233839587117b294f2d15027f57a.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Albahaca Hacendado;34128;Bote;1.25;100 g;62.50;0,02;https://tienda.mercadona.es/product/34128/albahaca-hacendado-bote;https://prod-mercadona.imgix.net/images/666740b544111126529a014431ba81f4.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Romero Hacendado;34175;Bote;1.35;100 g;33.75;0,04;https://tienda.mercadona.es/product/34175/romero-hacendado-bote;https://prod-mercadona.imgix.net/images/d5b59c36668ad99469b2c16a3d90fad7.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Tomillo Hacendado;5547;Bote;1.05;100 g;43.75;0,024;https://tienda.mercadona.es/product/5547/tomillo-hacendado-bote;https://prod-mercadona.imgix.net/images/23cda8ba2719d64662af5acde3485411.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Eneldo Hacendado;52739;Bote;1.85;100 g;102.78;0,018;https://tienda.mercadona.es/product/52739/eneldo-hacendado-bote;https://prod-mercadona.imgix.net/images/aa7bf59873bb1c4e11267001b37e8632.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Cilantro Hacendado;34721;Bote;1.85;100 g;154.17;0,012;https://tienda.mercadona.es/product/34721/cilantro-hacendado-bote;https://prod-mercadona.imgix.net/images/27379a6a13ab30cfb594a4b326f1f66c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Hierbas;Ajo y Perejil Hacendado;60873;Bote;1.35;kg;18.24;0,074;https://tienda.mercadona.es/product/60873/ajo-perejil-hacendado-bote;https://prod-mercadona.imgix.net/images/eb87b609baabad143d6cf74cebfc589e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Colorante y pimentón;Colorante alimentario Hacendado;34182;Bote;0.95;kg;11.18;0,085;https://tienda.mercadona.es/product/34182/colorante-alimentario-hacendado-bote;https://prod-mercadona.imgix.net/images/279afe277bed6a3c1af998dbda9b66e7.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Colorante y pimentón;Pimentón dulce Hacendado;34184;Bote;1.00;kg;17.86;0,056;https://tienda.mercadona.es/product/34184/pimenton-dulce-hacendado-bote;https://prod-mercadona.imgix.net/images/d01141fdec8c11a291e21f084d94f43c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Colorante y pimentón;Pimentón dulce de la Vera Hacendado;34102;Bote;1.85;kg;24.67;0,075;https://tienda.mercadona.es/product/34102/pimenton-dulce-vera-hacendado-bote;https://prod-mercadona.imgix.net/images/fc6f52e3aa7435cc0e851a43697e8b06.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Colorante y pimentón;Azafrán molido Hacendado;34116;Paquete;1.80;100 g;4500.00;0,0004;https://tienda.mercadona.es/product/34116/azafran-molido-hacendado-paquete;https://prod-mercadona.imgix.net/images/9b1e3bf3f850bb972810225a35e2d27e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Colorante y pimentón;Azafrán hebra Hacendado;8370;Paquete;1.85;100 g;4625.00;0,0004;https://tienda.mercadona.es/product/8370/azafran-hebra-hacendado-paquete;https://prod-mercadona.imgix.net/images/3434b4736a34f67f0e66575d8e2a2983.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Colorante y pimentón;Pimentón picante Hacendado;34183;Bote;1.35;kg;22.50;0,06;https://tienda.mercadona.es/product/34183/pimenton-picante-hacendado-bote;https://prod-mercadona.imgix.net/images/2f865dc2dc829da4a0e2962fb922cd9c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Colorante y pimentón;Pimentón dulce Hacendado;60573;Bote;1.30;kg;17.33;0,075;https://tienda.mercadona.es/product/60573/pimenton-dulce-hacendado-bote;https://prod-mercadona.imgix.net/images/fa8610da91855ce1394dcac73c68220e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Pimienta;Pimienta negra molida Hacendado;34171;Bote;1.30;kg;18.57;0,07;https://tienda.mercadona.es/product/34171/pimienta-negra-molida-hacendado-bote;https://prod-mercadona.imgix.net/images/905e76fd8f59b3931ae5e2c586c4a9f5.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Pimienta;Molinillo pimienta negra Hacendado;67693;Bote;1.85;kg;28.46;0,065;https://tienda.mercadona.es/product/67693/molinillo-pimienta-negra-hacendado-bote;https://prod-mercadona.imgix.net/images/ff80991c845784c85981a779586661c9.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Pimienta;Pimienta negra en grano Hacendado;34172;Bote;1.70;kg;24.29;0,07;https://tienda.mercadona.es/product/34172/pimienta-negra-grano-hacendado-bote;https://prod-mercadona.imgix.net/images/ade2f829444a465f07de05c97b526258.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Pimienta;Molinillo mix pimientas Hacendado;67694;Bote;1.95;kg;39.00;0,05;https://tienda.mercadona.es/product/67694/molinillo-mix-pimientas-hacendado-bote;https://prod-mercadona.imgix.net/images/16d512e03ea3f4513a43a085403cba3f.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Pimienta;Pimienta blanca molida Hacendado;34170;Bote;2.30;kg;32.86;0,07;https://tienda.mercadona.es/product/34170/pimienta-blanca-molida-hacendado-bote;https://prod-mercadona.imgix.net/images/a8cedadb6026482169a838838a6943d3.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Ajo granulado Hacendado;86656;Bote;1.20;kg;10.43;0,115;https://tienda.mercadona.es/product/86656/ajo-granulado-hacendado-bote;https://prod-mercadona.imgix.net/images/10f7ce7fe35de8f5b595db38a95a9cc5.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Cebolla frita crujiente Hacendado;34208;Bote;1.15;kg;7.67;0,15;https://tienda.mercadona.es/product/34208/cebolla-frita-crujiente-hacendado-bote;https://prod-mercadona.imgix.net/images/181ada199674ece135e225c9a06936c2.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Canela molida Hacendado;34177;Bote;1.00;kg;19.23;0,052;https://tienda.mercadona.es/product/34177/canela-molida-hacendado-bote;https://prod-mercadona.imgix.net/images/22948761cf10a9f149a06ec505fb8dcd.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Canela en rama Hacendado;52880;Bote;1.50;100 g;78.95;0,019;https://tienda.mercadona.es/product/52880/canela-rama-hacendado-bote;https://prod-mercadona.imgix.net/images/79a95af1248f3f9e5f0a5fab40e06adf.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Comino molido Hacendado;34120;Bote;1.20;kg;20.69;0,058;https://tienda.mercadona.es/product/34120/comino-molido-hacendado-bote;https://prod-mercadona.imgix.net/images/003c9821946990d15215928c180ec0b7.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Comino en grano Hacendado;34121;Bote;1.95;kg;34.82;0,056;https://tienda.mercadona.es/product/34121/comino-grano-hacendado-bote;https://prod-mercadona.imgix.net/images/945a39457b8b947b612650a22e7a2c71.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Curry Hacendado;34125;Bote;1.30;kg;22.81;0,057;https://tienda.mercadona.es/product/34125/curry-hacendado-bote;https://prod-mercadona.imgix.net/images/d0e4385a7ea14148366d4c87bb3b0dc4.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Nuez moscada molida Hacendado;34173;Bote;1.65;kg;28.45;0,058;https://tienda.mercadona.es/product/34173/nuez-moscada-molida-hacendado-bote;https://prod-mercadona.imgix.net/images/26a3c69f637bdb1722940dbaa79f6cf9.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Cebolla en polvo Hacendado;34138;Bote;0.94;kg;15.67;0,06;https://tienda.mercadona.es/product/34138/cebolla-polvo-hacendado-bote;https://prod-mercadona.imgix.net/images/4e60df323518b37ef8fcc6be6103526e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Cayena guindillas Hacendado;34178;Bote;1.36;100 g;50.37;0,027;https://tienda.mercadona.es/product/34178/cayena-guindillas-hacendado-bote;https://prod-mercadona.imgix.net/images/ca1ef5080300ea3323d59f0911f471db.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Cayena molida Hacendado;37417;Bote;1.65;kg;30.00;0,055;https://tienda.mercadona.es/product/37417/cayena-molida-hacendado-bote;https://prod-mercadona.imgix.net/images/e0224e197ff6535f418d187efc499d56.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Cúrcuma Hacendado;34163;Bote;1.30;kg;21.67;0,06;https://tienda.mercadona.es/product/34163/curcuma-hacendado-bote;https://prod-mercadona.imgix.net/images/bbb23780061cfd84ea7c8b8890715380.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Jengibre molido Hacendado;34149;Bote;1.65;100 g;33.67;0,049;https://tienda.mercadona.es/product/34149/jengibre-molido-hacendado-bote;https://prod-mercadona.imgix.net/images/660b9d830317ff63daa0a5a5cfe4cdb2.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Sal de ajo Hacendado;34130;Bote;1.80;kg;13.85;0,13;https://tienda.mercadona.es/product/34130/sal-ajo-hacendado-bote;https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Ñoras Hacendado;34113;Paquete;1.56;100 g;62.40;0,025;https://tienda.mercadona.es/product/34113/noras-hacendado-paquete;https://prod-mercadona.imgix.net/images/4b8bb2de7c473819516a8213b9594653.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Clavo en grano Hacendado;34122;Bote;1.75;100 g;41.67;0,042;https://tienda.mercadona.es/product/34122/clavo-grano-hacendado-bote;https://prod-mercadona.imgix.net/images/4454375471a75b1e36fe451869e79460.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Pimientos choriceros dulces del cristal Hacendado;34790;Paquete;2.30;kg;46.00;0,05;https://tienda.mercadona.es/product/34790/pimientos-choriceros-dulces-cristal-hacendado-paquete;https://prod-mercadona.imgix.net/images/786f1be27f7982aa7bb5713e16114122.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras especias;Piñones Hacendado;60869;Bote;3.02;kg;43.14;0,07;https://tienda.mercadona.es/product/60869/pinones-hacendado-bote;https://prod-mercadona.imgix.net/images/e7f664f83a425361c897c64b63c147d2.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador para fajitas Hacendado sabor tex-mex;23353;Sobre;0.85;100 g;50.00;0,017;https://tienda.mercadona.es/product/23353/sazonador-fajitas-hacendado-sabor-tex-mex;https://prod-mercadona.imgix.net/images/a2a73acd32117e7d34c0e98c253e354a.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador ajo y limón Hacendado para carne y pescado;11971;Sobre;1.05;100 g;35.00;0,03;https://tienda.mercadona.es/product/11971/sazonador-ajo-limon-hacendado-carne-pescado-horno-microondas-con-bolsa;https://prod-mercadona.imgix.net/images/26b013a64d9b59231a8c4b8528ecf274.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador hierbas provenzales Hacendado para pollo y costillas;11972;Sobre;1.00;100 g;41.67;0,024;https://tienda.mercadona.es/product/11972/sazonador-hierbas-provenzales-hacendado-pollo-costillas-horno-microondas-con-bolsa;https://prod-mercadona.imgix.net/images/5f70b8323c4c746222517fe9b1da3b9c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador barbacoa Hacendado para pollo y costillas;86659;Sobre;1.30;kg;22.81;0,057;https://tienda.mercadona.es/product/86659/sazonador-sabor-barbacoa-hacendado-carne;https://prod-mercadona.imgix.net/images/e8d632c554c1be1a560387bf2f53a2ad.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador para paella con azafrán Hacendado;34702;Caja;1.50;100 g;75.00;0,02;https://tienda.mercadona.es/product/34702/sazonador-paella-con-azafran-hacendado-caja;https://prod-mercadona.imgix.net/images/ee39fe8069bfe773fea6cc75249cdeb5.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador para burritos Hacendado;17147;Sobre;1.30;100 g;32.50;0,04;https://tienda.mercadona.es/product/17147/sazonador-burritos-hacendado;https://prod-mercadona.imgix.net/images/cae24bea6184cb80c26eb05245c7a627.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador pollo y carne Hacendado;86808;Bote;1.40;kg;18.42;0,076;https://tienda.mercadona.es/product/86808/sazonador-pollo-carne-hacendado-bote;https://prod-mercadona.imgix.net/images/4322cb1037c17add880018f4ae8e874f.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Sazonadores;Sazonador pasta Hacendado;60640;Bote;1.60;100 g;35.56;0,045;https://tienda.mercadona.es/product/60640/sazonador-pasta-hacendado-bote;https://prod-mercadona.imgix.net/images/45eeee3ab3e380f3e0892e61e724bec8.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Mayonesa Hacendado;13406;Tarro;1.20;L;2.40;0,5;https://tienda.mercadona.es/product/13406/mayonesa-hacendado-tarro;https://prod-mercadona.imgix.net/images/efdabe161b2e6fbbb2a49cf71e6e6ac2.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Mayonesa Hacendado;52728;Tarro;1.00;L;4.17;0,24;https://tienda.mercadona.es/product/52728/mayonesa-hacendado-tarro;https://prod-mercadona.imgix.net/images/512008881bde1e166abf18a5d055d50e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Mayonesa Hacendado;11550;Bote;1.40;L;2.86;0,49;https://tienda.mercadona.es/product/11550/mayonesa-hacendado-bote;https://prod-mercadona.imgix.net/images/09c3eab324fecf94913f2f4240184091.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Mayonesa en sobres individuales Hacendado;23816;Caja;1.30;L;5.42;0,24;https://tienda.mercadona.es/product/23816/mayonesa-sobres-individuales-pack-12;https://prod-mercadona.imgix.net/images/00416f5f307046e4334ea872cb7bb91a.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Mayonesa Hellmann's;35840;Tarro;2.65;L;5.89;0,45;https://tienda.mercadona.es/product/35840/mayonesa-hellmanns-tarro;https://prod-mercadona.imgix.net/images/6801411926150d9010258d7968f03bd5.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Salsa Original Ligeresa;35839;Tarro;2.00;L;4.71;0,425;https://tienda.mercadona.es/product/35839/salsa-ligera-ligeresa-tarro;https://prod-mercadona.imgix.net/images/97b123513a759039bd5c38a4e8ae2dad.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Salsa Original Ligeresa;17039;Bote;2.65;L;6.16;0,43;https://tienda.mercadona.es/product/17039/salsa-ligera-ligeresa-bote;https://prod-mercadona.imgix.net/images/a45ff52260764c6ce4a7679e841a8060.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Mayonesa Ybarra;17038;Bote;2.35;L;4.70;0,5;https://tienda.mercadona.es/product/17038/mayonesa-ybarra-bote;https://prod-mercadona.imgix.net/images/28fb52ec1b742fc1db06e020c0a3aa0f.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Mayonesa Musa;17166;Tarro;2.45;L;4.54;0,54;https://tienda.mercadona.es/product/17166/mayonesa-musa-tarro;https://prod-mercadona.imgix.net/images/7ef335f39cac2118e3492303ed46dc07.jpg?fit=crop&h=300&w=300
